gene_id,gene_name
ENSG00000112149.10,CD83
ENSG00000112159.12,MDN1
ENSG00000112164.6,GLP1R
ENSG00000112167.10,SAYSD1
ENSG00000112175.8,BMP5
ENSG00000112182.15,BACH2
ENSG00000112183.15,RBM24
ENSG00000112186.12,CAP2
ENSG00000112195.9,TREML2
ENSG00000112200.17,ZNF451
ENSG00000112208.11,BAG2
ENSG00000112210.12,RAB23
ENSG00000112212.12,TSPO2
ENSG00000112214.10,FHL5
ENSG00000112218.9,GPR63
ENSG00000112232.10,KHDRBS2
ENSG00000112234.9,FBXL4
ENSG00000112237.13,CCNC
ENSG00000112238.12,PRDM13
ENSG00000112242.15,E2F3
ENSG00000112245.12,PTP4A1
ENSG00000112246.10,SIM1
ENSG00000112249.14,ASCC3
ENSG00000112273.7,HDGFL1
ENSG00000112276.14,BVES
ENSG00000112280.17,COL9A1
ENSG00000112282.18,MED23
ENSG00000112290.13,WASF1
ENSG00000112293.15,GPLD1
ENSG00000112294.14,ALDH5A1
ENSG00000112297.18,CRYBG1
ENSG00000112299.8,VNN1
ENSG00000112303.14,VNN2
ENSG00000112304.11,ACOT13
ENSG00000112305.15,SMAP1
ENSG00000112306.8,RPS12
ENSG00000112308.13,C6orf62
ENSG00000112309.11,B3GAT2
ENSG00000112312.10,GMNN
ENSG00000112319.19,EYA4
ENSG00000112320.12,SOBP
ENSG00000112333.12,NR2E1
ENSG00000112335.15,SNX3
ENSG00000112337.10,SLC17A2
ENSG00000112339.15,HBS1L
ENSG00000112343.11,TRIM38
ENSG00000112357.14,PEX7
ENSG00000112365.5,ZBTB24
ENSG00000112367.12,FIG4
ENSG00000112378.12,PERP
ENSG00000112379.9,ARFGEF3
ENSG00000112394.17,SLC16A10
ENSG00000112406.5,HECA
ENSG00000112414.15,ADGRG6
ENSG00000112419.14,PHACTR2
ENSG00000112425.16,EPM2A
ENSG00000112473.18,SLC39A7
ENSG00000112486.17,CCR6
ENSG00000112494.10,UNC93A
ENSG00000112499.13,SLC22A2
ENSG00000112511.18,PHF1
ENSG00000112514.18,CUTA
ENSG00000112530.11,PACRG
ENSG00000112531.17,QKI
ENSG00000112539.15,C6orf118
ENSG00000112541.17,PDE10A
ENSG00000112559.15,MDFI
ENSG00000112561.19,TFEB
ENSG00000112562.19,SMOC2
ENSG00000112576.13,CCND3
ENSG00000112578.10,BYSL
ENSG00000112584.14,FAM120B
ENSG00000112592.14,TBP
ENSG00000112599.9,GUCA1B
ENSG00000112619.8,PRPH2
ENSG00000112624.12,BICRAL
ENSG00000112640.16,PPP2R5D
ENSG00000112651.12,MRPL2
ENSG00000112655.16,PTK7
ENSG00000112658.8,SRF
ENSG00000112659.14,CUL9
ENSG00000112667.13,DNPH1
ENSG00000112679.14,DUSP22
ENSG00000112685.14,EXOC2
ENSG00000112695.11,COX7A2
ENSG00000112697.17,TMEM30A
ENSG00000112699.11,GMDS
ENSG00000112701.18,SENP6
ENSG00000112706.12,IMPG1
ENSG00000112715.25,VEGFA
ENSG00000112739.17,PRPF4B
ENSG00000112742.10,TTK
ENSG00000112759.19,SLC29A1
ENSG00000112761.21,CCN6
ENSG00000112763.17,BTN2A1
ENSG00000112769.20,LAMA4
ENSG00000112773.16,TENT5A
ENSG00000112782.19,CLIC5
ENSG00000112787.13,FBRSL1
ENSG00000112796.10,ENPP5
ENSG00000112799.9,LY86
ENSG00000112812.16,PRSS16
ENSG00000112818.10,MEP1A
ENSG00000112837.17,TBX18
ENSG00000112851.15,ERBIN
ENSG00000112852.7,PCDHB2
ENSG00000112855.17,HARS2
ENSG00000112874.10,NUDT12
ENSG00000112877.8,CEP72
ENSG00000112893.9,MAN2A1
ENSG00000112902.12,SEMA5A
ENSG00000112936.19,C7
ENSG00000112941.14,TENT4A
ENSG00000112964.14,GHR
ENSG00000112972.15,HMGCS1
ENSG00000112977.16,DAP
ENSG00000112981.5,NME5
ENSG00000112983.18,BRD8
ENSG00000112984.12,KIF20A
ENSG00000112992.18,NNT
ENSG00000112996.11,MRPS30
ENSG00000113013.16,HSPA9
ENSG00000113048.17,MRPS27
ENSG00000113068.10,PFDN1
ENSG00000113070.8,HBEGF
ENSG00000113073.15,SLC4A9
ENSG00000113083.15,LOX
ENSG00000113088.6,GZMK
ENSG00000113100.10,CDH9
ENSG00000113108.19,APBB3
ENSG00000113119.13,TMCO6
ENSG00000113140.11,SPARC
ENSG00000113141.18,IK
ENSG00000113161.16,HMGCR
ENSG00000113163.18,CERT1
ENSG00000113194.13,FAF2
ENSG00000113196.3,HAND1
ENSG00000113205.5,PCDHB3
ENSG00000113209.9,PCDHB5
ENSG00000113211.5,PCDHB6
ENSG00000113212.7,PCDHB7
ENSG00000113231.14,PDE8B
ENSG00000113240.13,CLK4
ENSG00000113248.6,PCDHB15
ENSG00000113249.13,HAVCR1
ENSG00000113262.16,GRM6
ENSG00000113263.13,ITK
ENSG00000113269.14,RNF130
ENSG00000113272.14,THG1L
ENSG00000113273.17,ARSB
ENSG00000113282.14,CLINT1
ENSG00000113296.14,THBS4
ENSG00000113300.13,CNOT6
ENSG00000113302.5,IL12B
ENSG00000113303.12,BTNL8
ENSG00000113312.11,TTC1
ENSG00000113318.11,MSH3
ENSG00000113319.13,RASGRF2
ENSG00000113327.17,GABRG2
ENSG00000113328.19,CCNG1
ENSG00000113356.13,POLR3G
ENSG00000113360.16,DROSHA
ENSG00000113361.13,CDH6
ENSG00000113368.12,LMNB1
ENSG00000113369.9,ARRDC3
ENSG00000113384.14,GOLPH3
ENSG00000113387.12,SUB1
ENSG00000113389.16,NPR3
ENSG00000113391.19,FAM172A
ENSG00000113396.13,SLC27A6
ENSG00000113407.14,TARS1
ENSG00000113430.10,IRX4
ENSG00000113441.16,LNPEP
ENSG00000113448.19,PDE4D
ENSG00000113456.19,RAD1
ENSG00000113460.13,BRIX1
ENSG00000113492.14,AGXT2
ENSG00000113494.17,PRLR
ENSG00000113504.21,SLC12A7
ENSG00000113520.11,IL4
ENSG00000113522.14,RAD50
ENSG00000113525.10,IL5
ENSG00000113532.13,ST8SIA4
ENSG00000113552.16,GNPDA1
ENSG00000113555.6,PCDH12
ENSG00000113558.19,SKP1
ENSG00000113569.16,NUP155
ENSG00000113575.10,PPP2CA
ENSG00000113578.18,FGF1
ENSG00000113580.15,NR3C1
ENSG00000113583.8,C5orf15
ENSG00000113593.12,PPWD1
ENSG00000113594.10,LIFR
ENSG00000113595.15,TRIM23
ENSG00000113597.18,TRAPPC13
ENSG00000113600.11,C9
ENSG00000113615.13,SEC24A
ENSG00000113621.15,TXNDC15
ENSG00000113638.14,TTC33
ENSG00000113643.9,RARS1
ENSG00000113645.15,WWC1
ENSG00000113648.16,MACROH2A1
ENSG00000113649.11,TCERG1
ENSG00000113657.13,DPYSL3
ENSG00000113658.18,SMAD5
ENSG00000113712.19,CSNK1A1
ENSG00000113716.13,HMGXB3
ENSG00000113719.16,ERGIC1
ENSG00000113721.14,PDGFRB
ENSG00000113722.17,CDX1
ENSG00000113732.9,ATP6V0E1
ENSG00000113734.18,BNIP1
ENSG00000113739.10,STC2
ENSG00000113742.14,CPEB4
ENSG00000113749.7,HRH2
ENSG00000113758.13,DBN1
ENSG00000113761.12,ZNF346
ENSG00000113763.12,UNC5A
ENSG00000113790.11,EHHADH
ENSG00000113805.8,CNTN3
ENSG00000113810.16,SMC4
ENSG00000113811.11,SELENOK
ENSG00000113812.14,ACTR8
ENSG00000113838.13,TBCCD1
ENSG00000113845.10,TIMMDC1
ENSG00000113851.14,CRBN
ENSG00000113889.14,KNG1
ENSG00000113905.5,HRG
ENSG00000113916.18,BCL6
ENSG00000113924.12,HGD
ENSG00000113946.4,CLDN16
ENSG00000113966.10,ARL6
ENSG00000113971.20,NPHP3
ENSG00000114013.16,CD86
ENSG00000114019.15,AMOTL2
ENSG00000114021.12,NIT2
ENSG00000114023.15,FAM162A
ENSG00000114026.21,OGG1
ENSG00000114030.13,KPNA1
ENSG00000114054.14,PCCB
ENSG00000114062.22,UBE3A
ENSG00000114098.18,ARMC8
ENSG00000114107.9,CEP70
ENSG00000114113.6,RBP2
ENSG00000114115.10,RBP1
ENSG00000114120.14,SLC25A36
ENSG00000114124.2,GRK7
ENSG00000114125.14,RNF7
ENSG00000114126.18,TFDP2
ENSG00000114127.11,XRN1
ENSG00000114166.8,KAT2B
ENSG00000114200.10,BCHE
ENSG00000114204.15,SERPINI2
ENSG00000114209.15,PDCD10
ENSG00000114248.10,LRRC31
ENSG00000114251.15,WNT5A
ENSG00000114268.12,PFKFB4
ENSG00000114270.17,COL7A1
ENSG00000114279.13,FGF12
ENSG00000114302.16,PRKAR2A
ENSG00000114315.4,HES1
ENSG00000114316.13,USP4
ENSG00000114331.15,ACAP2
ENSG00000114346.14,ECT2
ENSG00000114349.10,GNAT1
ENSG00000114353.17,GNAI2
ENSG00000114354.15,TFG
ENSG00000114374.13,USP9Y
ENSG00000114378.17,HYAL1
ENSG00000114383.10,TUSC2
ENSG00000114388.14,NPRL2
ENSG00000114391.13,RPL24
ENSG00000114395.11,CYB561D2
ENSG00000114405.11,C3orf14
ENSG00000114416.18,FXR1
ENSG00000114423.23,CBLB
ENSG00000114439.19,BBX
ENSG00000114446.5,IFT57
ENSG00000114450.11,GNB4
ENSG00000114455.13,HHLA2
ENSG00000114473.14,IQCG
ENSG00000114480.13,GBE1
ENSG00000114487.10,MORC1
ENSG00000114491.14,UMPS
ENSG00000114503.11,NCBP2
ENSG00000114520.11,SNX4
ENSG00000114529.13,C3orf52
ENSG00000114541.15,FRMD4B
ENSG00000114544.17,SLC41A3
ENSG00000114547.10,ROPN1B
ENSG00000114554.11,PLXNA1
ENSG00000114573.10,ATP6V1A
ENSG00000114626.18,ABTB1
ENSG00000114631.11,PODXL2
ENSG00000114638.8,UPK1B
ENSG00000114646.10,CSPG5
ENSG00000114648.12,KLHL18
ENSG00000114650.20,SCAP
ENSG00000114654.7,EFCC1
ENSG00000114656.12,CFAP92
ENSG00000114670.14,NEK11
ENSG00000114686.9,MRPL3
ENSG00000114698.15,PLSCR4
ENSG00000114735.10,HEMK1
ENSG00000114737.16,CISH
ENSG00000114738.11,MAPKAPK3
ENSG00000114739.14,ACVR2B
ENSG00000114742.14,WDR48
ENSG00000114744.9,COMMD2
ENSG00000114745.13,GORASP1
ENSG00000114757.19,PEX5L
ENSG00000114767.7,RRP9
ENSG00000114770.17,ABCC5
ENSG00000114771.14,AADAC
ENSG00000114779.19,ABHD14B
ENSG00000114784.4,EIF1B
ENSG00000114786.16,ABHD14A-ACY1
ENSG00000114790.13,ARHGEF26
ENSG00000114796.16,KLHL24
ENSG00000114805.18,PLCH1
ENSG00000114812.13,VIPR1
ENSG00000114841.17,DNAH1
ENSG00000114850.7,SSR3
ENSG00000114853.14,ZBTB47
ENSG00000114854.8,TNNC1
ENSG00000114857.18,NKTR
ENSG00000114859.16,CLCN2
ENSG00000114861.23,FOXP1
ENSG00000114867.22,EIF4G1
ENSG00000114902.14,SPCS1
ENSG00000114904.13,NEK4
ENSG00000114923.17,SLC4A3
ENSG00000114933.16,INO80D
ENSG00000114942.14,EEF1B2
ENSG00000114948.13,ADAM23
ENSG00000114956.20,DGUOK
ENSG00000114978.18,MOB1A
ENSG00000114982.19,KANSL3
ENSG00000114988.12,LMAN2L
ENSG00000114993.17,RTKN
ENSG00000114999.8,TTL
ENSG00000115008.6,IL1A
ENSG00000115009.13,CCL20
ENSG00000115020.17,PIKFYVE
ENSG00000115041.13,KCNIP3
ENSG00000115042.10,FAHD2A
ENSG00000115053.17,NCL
ENSG00000115073.8,ACTR1B
ENSG00000115084.15,SLC35F5
ENSG00000115085.14,ZAP70
ENSG00000115091.12,ACTR3
ENSG00000115107.20,STEAP3
ENSG00000115109.14,EPB41L5
ENSG00000115112.8,TFCP2L1
ENSG00000115128.7,SF3B6
ENSG00000115129.14,TP53I3
ENSG00000115137.12,DNAJC27
ENSG00000115138.11,POMC
ENSG00000115145.10,STAM2
ENSG00000115155.19,OTOF
ENSG00000115159.16,GPD2
ENSG00000115163.15,CENPA
ENSG00000115165.10,CYTIP
ENSG00000115170.15,ACVR1
ENSG00000115183.15,TANC1
ENSG00000115194.11,SLC30A3
ENSG00000115204.15,MPV17
ENSG00000115207.13,GTF3C2
ENSG00000115211.16,EIF2B4
ENSG00000115216.14,NRBP1
ENSG00000115221.12,ITGB6
ENSG00000115226.10,FNDC4
ENSG00000115232.14,ITGA4
ENSG00000115233.12,PSMD14
ENSG00000115234.11,SNX17
ENSG00000115239.24,ASB3
ENSG00000115241.11,PPM1G
ENSG00000115252.18,PDE1A
ENSG00000115255.12,REEP6
ENSG00000115257.15,PCSK4
ENSG00000115263.15,GCG
ENSG00000115266.12,APC2
ENSG00000115267.8,IFIH1
ENSG00000115268.10,RPS15
ENSG00000115271.11,GCA
ENSG00000115274.15,INO80B
ENSG00000115275.14,MOGS
ENSG00000115282.21,TTC31
ENSG00000115286.20,NDUFS7
ENSG00000115289.14,PCGF1
ENSG00000115290.10,GRB14
ENSG00000115295.20,CLIP4
ENSG00000115297.11,TLX2
ENSG00000115306.16,SPTBN1
ENSG00000115307.17,AUP1
ENSG00000115310.18,RTN4
ENSG00000115317.12,HTRA2
ENSG00000115318.12,LOXL3
ENSG00000115325.13,DOK1
ENSG00000115339.14,GALNT3
ENSG00000115350.12,POLE4
ENSG00000115353.11,TACR1
ENSG00000115355.17,CCDC88A
ENSG00000115361.8,ACADL
ENSG00000115363.14,EVA1A
ENSG00000115364.14,MRPL19
ENSG00000115365.12,LANCL1
ENSG00000115368.10,WDR75
ENSG00000115380.20,EFEMP1
ENSG00000115386.6,REG1A
ENSG00000115392.12,FANCL
ENSG00000115414.21,FN1
ENSG00000115415.20,STAT1
ENSG00000115419.13,GLS
ENSG00000115421.13,PAPOLG
ENSG00000115423.19,DNAH6
ENSG00000115425.14,PECR
ENSG00000115446.12,UNC50
ENSG00000115457.10,IGFBP2
ENSG00000115459.18,ELMOD3
ENSG00000115461.5,IGFBP5
ENSG00000115464.15,USP34
ENSG00000115468.12,EFHD1
ENSG00000115474.7,KCNJ13
ENSG00000115484.15,CCT4
ENSG00000115486.12,GGCX
ENSG00000115488.3,NEU2
ENSG00000115504.15,EHBP1
ENSG00000115507.10,OTX1
ENSG00000115514.12,TXNDC9
ENSG00000115520.8,COQ10B
ENSG00000115523.17,GNLY
ENSG00000115524.17,SF3B1
ENSG00000115525.18,ST3GAL5
ENSG00000115526.11,CHST10
ENSG00000115539.14,PDCL3
ENSG00000115540.15,MOB4
ENSG00000115541.11,HSPE1
ENSG00000115548.17,KDM3A
ENSG00000115556.14,PLCD4
ENSG00000115561.16,CHMP3
ENSG00000115568.16,ZNF142
ENSG00000115590.14,IL1R2
ENSG00000115592.11,PRKAG3
ENSG00000115593.15,SMYD1
ENSG00000115594.12,IL1R1
ENSG00000115596.4,WNT6
ENSG00000115598.10,IL1RL2
ENSG00000115602.17,IL1RL1
ENSG00000115604.11,IL18R1
ENSG00000115607.9,IL18RAP
ENSG00000115616.3,SLC9A2
ENSG00000115641.19,FHL2
ENSG00000115648.14,MLPH
ENSG00000115649.16,CNPPD1
ENSG00000115652.15,UXS1
ENSG00000115657.14,ABCB6
ENSG00000115661.14,STK16
ENSG00000115665.9,SLC5A7
ENSG00000115677.17,HDLBP
ENSG00000115685.15,PPP1R7
ENSG00000115687.14,PASK
ENSG00000115694.15,STK25
ENSG00000115705.22,TPO
ENSG00000115718.18,PROC
ENSG00000115738.10,ID2
ENSG00000115750.17,TAF1B
ENSG00000115756.13,HPCAL1
ENSG00000115758.13,ODC1
ENSG00000115760.14,BIRC6
ENSG00000115761.16,NOL10
ENSG00000115762.16,PLEKHB2
ENSG00000115806.13,GORASP2
ENSG00000115808.12,STRN
ENSG00000115816.15,CEBPZ
ENSG00000115825.11,PRKD3
ENSG00000115827.14,DCAF17
ENSG00000115828.17,QPCT
ENSG00000115839.18,RAB3GAP1
ENSG00000115840.14,SLC25A12
ENSG00000115841.21,RMDN2
ENSG00000115844.11,DLX2
ENSG00000115850.10,LCT
ENSG00000115866.11,DARS1
ENSG00000115875.19,SRSF7
ENSG00000115884.11,SDC1
ENSG00000115896.16,PLCL1
ENSG00000115902.11,SLC1A4
ENSG00000115904.14,SOS1
ENSG00000115919.15,KYNU
ENSG00000115935.18,WIPF1
ENSG00000115942.9,ORC2
ENSG00000115944.15,COX7A2L
ENSG00000115946.8,PNO1
ENSG00000115947.14,ORC4
ENSG00000115956.10,PLEK
ENSG00000115963.13,RND3
ENSG00000115966.17,ATF2
ENSG00000115970.18,THADA
ENSG00000115977.20,AAK1
ENSG00000115993.13,TRAK2
ENSG00000115998.8,C2orf42
ENSG00000116001.17,TIA1
ENSG00000116005.12,PCYOX1
ENSG00000116014.10,KISS1R
ENSG00000116016.14,EPAS1
ENSG00000116017.11,ARID3A
ENSG00000116030.17,SUMO1
ENSG00000116031.9,CD207
ENSG00000116032.5,GRIN3B
ENSG00000116035.4,VAX2
ENSG00000116039.13,ATP6V1B1
ENSG00000116044.16,NFE2L2
ENSG00000116062.17,MSH6
ENSG00000116095.11,PLEKHA3
ENSG00000116096.6,SPR
ENSG00000116106.12,EPHA4
ENSG00000116117.18,PARD3B
ENSG00000116120.11,FARSB
ENSG00000116127.19,ALMS1
ENSG00000116128.11,BCL9
ENSG00000116132.12,PRRX1
ENSG00000116133.13,DHCR24
ENSG00000116138.13,DNAJC16
ENSG00000116141.17,MARK1
ENSG00000116147.17,TNR
ENSG00000116151.14,MORN1
ENSG00000116157.6,GPX7
ENSG00000116161.18,CACYBP
ENSG00000116171.19,SCP2
ENSG00000116176.6,TPSG1
ENSG00000116183.11,PAPPA2
ENSG00000116191.17,RALGPS2
ENSG00000116194.13,ANGPTL1
ENSG00000116198.14,CEP104
ENSG00000116199.12,FAM20B
ENSG00000116205.14,TCEANC2
ENSG00000116209.12,TMEM59
ENSG00000116212.15,LRRC42
ENSG00000116213.16,WRAP73
ENSG00000116218.13,NPHS2
ENSG00000116221.15,MRPL37
ENSG00000116237.16,ICMT
ENSG00000116251.11,RPL22
ENSG00000116254.18,CHD5
ENSG00000116260.17,QSOX1
ENSG00000116266.11,STXBP3
ENSG00000116273.6,PHF13
ENSG00000116285.13,ERRFI1
ENSG00000116288.13,PARK7
ENSG00000116299.17,ELAPOR1
ENSG00000116329.11,OPRD1
ENSG00000116337.19,AMPD2
ENSG00000116350.17,SRSF4
ENSG00000116353.16,MECR
ENSG00000116396.15,KCNC4
ENSG00000116406.19,EDEM3
ENSG00000116455.14,WDR77
ENSG00000116459.11,ATP5PB
ENSG00000116473.14,RAP1A
ENSG00000116478.12,HDAC1
ENSG00000116489.13,CAPZA1
ENSG00000116497.18,S100PBP
ENSG00000116514.17,RNF19B
ENSG00000116521.11,SCAMP3
ENSG00000116525.14,TRIM62
ENSG00000116539.14,ASH1L
ENSG00000116544.12,DLGAP3
ENSG00000116560.11,SFPQ
ENSG00000116574.6,RHOU
ENSG00000116580.18,GON4L
ENSG00000116584.20,ARHGEF2
ENSG00000116586.12,LAMTOR2
ENSG00000116604.18,MEF2D
ENSG00000116641.18,DOCK7
ENSG00000116649.10,SRM
ENSG00000116652.6,DLEU2L
ENSG00000116661.11,FBXO2
ENSG00000116663.11,FBXO6
ENSG00000116667.15,C1orf21
ENSG00000116668.13,SWT1
ENSG00000116670.15,MAD2L2
ENSG00000116675.16,DNAJC6
ENSG00000116678.20,LEPR
ENSG00000116679.16,IVNS1ABP
ENSG00000116685.16,KIAA2013
ENSG00000116688.18,MFN2
ENSG00000116690.13,PRG4
ENSG00000116691.11,MIIP
ENSG00000116698.21,SMG7
ENSG00000116701.15,NCF2
ENSG00000116703.14,PDC
ENSG00000116704.8,SLC35D1
ENSG00000116711.10,PLA2G4A
ENSG00000116717.13,GADD45A
ENSG00000116729.14,WLS
ENSG00000116731.22,PRDM2
ENSG00000116741.8,RGS2
ENSG00000116745.7,RPE65
ENSG00000116747.13,RO60
ENSG00000116748.21,AMPD1
ENSG00000116750.14,UCHL5
ENSG00000116752.6,BCAS2
ENSG00000116754.13,SRSF11
ENSG00000116761.12,CTH
ENSG00000116771.6,AGMAT
ENSG00000116774.12,OLFML3
ENSG00000116783.15,TNNI3K
ENSG00000116785.14,CFHR3
ENSG00000116786.13,PLEKHM2
ENSG00000116791.14,CRYZ
ENSG00000116793.16,PHTF1
ENSG00000116809.12,ZBTB17
ENSG00000116815.16,CD58
ENSG00000116819.8,TFAP2E
ENSG00000116824.5,CD2
ENSG00000116830.12,TTF2
ENSG00000116833.14,NR5A2
ENSG00000116852.15,KIF21B
ENSG00000116857.17,TMEM9
ENSG00000116863.11,ADPRS
ENSG00000116871.15,MAP7D1
ENSG00000116874.12,WARS2
ENSG00000116882.15,HAO2
ENSG00000116885.18,OSCP1
ENSG00000116898.12,MRPS15
ENSG00000116903.7,EXOC8
ENSG00000116906.13,GNPAT
ENSG00000116918.15,TSNAX
ENSG00000116922.14,C1orf109
ENSG00000116954.8,RRAGC
ENSG00000116962.15,NID1
ENSG00000116977.19,LGALS8
ENSG00000116981.3,NT5C1A
ENSG00000116983.13,HPCAL4
ENSG00000116984.14,MTR
ENSG00000116985.12,BMP8B
ENSG00000116990.11,MYCL
ENSG00000116991.11,SIPA1L2
ENSG00000116996.9,ZP4
ENSG00000117000.9,RLF
ENSG00000117009.12,KMO
ENSG00000117010.17,ZNF684
ENSG00000117013.17,KCNQ4
ENSG00000117016.10,RIMS3
ENSG00000117020.18,AKT3
ENSG00000117036.12,ETV3
ENSG00000117054.14,ACADM
ENSG00000117069.15,ST6GALNAC5
ENSG00000117090.15,SLAMF1
ENSG00000117091.10,CD48
ENSG00000117114.20,ADGRL2
ENSG00000117115.13,PADI2
ENSG00000117118.10,SDHB
ENSG00000117122.14,MFAP2
ENSG00000117133.11,RPF1
ENSG00000117139.18,KDM5B
ENSG00000117143.13,UAP1
ENSG00000117148.8,ACTL8
ENSG00000117151.13,CTBS
ENSG00000117152.14,RGS4
ENSG00000117153.16,KLHL12
ENSG00000117154.12,IGSF21
ENSG00000117155.17,SSX2IP
ENSG00000117174.11,ZNHIT6
ENSG00000117215.15,PLA2G2D
ENSG00000117222.14,RBBP5
ENSG00000117226.12,GBP3
ENSG00000117228.10,GBP1
ENSG00000117242.7,PINK1-AS
ENSG00000117245.13,KIF17
ENSG00000117262.19,GPR89A
ENSG00000117266.16,CDK18
ENSG00000117280.13,RAB29
ENSG00000117281.16,CD160
ENSG00000117298.16,ECE1
ENSG00000117305.15,HMGCL
ENSG00000117308.15,GALE
ENSG00000117318.9,ID3
ENSG00000117322.18,CR2
ENSG00000117335.20,CD46
ENSG00000117360.13,PRPF3
ENSG00000117362.13,APH1A
ENSG00000117385.16,P3H1
ENSG00000117394.24,SLC2A1
ENSG00000117395.13,EBNA1BP2
ENSG00000117399.14,CDC20
ENSG00000117400.18,MPL
ENSG00000117407.17,ARTN
ENSG00000117408.11,IPO13
ENSG00000117410.14,ATP6V0B
ENSG00000117411.17,B4GALT2
ENSG00000117419.16,ERI3
ENSG00000117425.14,PTCH2
ENSG00000117448.14,AKR1A1
ENSG00000117450.15,PRDX1
ENSG00000117461.15,PIK3R3
ENSG00000117472.10,TSPAN1
ENSG00000117475.14,BLZF1
ENSG00000117477.12,CCDC181
ENSG00000117479.15,SLC19A2
ENSG00000117480.16,FAAH
ENSG00000117481.10,NSUN4
ENSG00000117500.13,TMED5
ENSG00000117501.14,MROH9
ENSG00000117505.13,DR1
ENSG00000117507.6,FMO6P
ENSG00000117519.16,CNN3
ENSG00000117523.16,PRRC2C
ENSG00000117525.14,F3
ENSG00000117528.14,ABCD3
ENSG00000117533.15,VAMP4
ENSG00000117543.21,DPH5
ENSG00000117560.8,FASLG
ENSG00000117569.19,PTBP2
ENSG00000117586.11,TNFSF4
ENSG00000117592.9,PRDX6
ENSG00000117593.12,DARS2
ENSG00000117594.10,HSD11B1
ENSG00000117595.12,IRF6
ENSG00000117597.18,UTP25
ENSG00000117598.13,PLPPR5
ENSG00000117600.12,PLPPR4
ENSG00000117601.14,SERPINC1
ENSG00000117602.13,RCAN3
ENSG00000117614.10,SYF2
ENSG00000117616.18,RSRP1
ENSG00000117620.15,SLC35A3
ENSG00000117625.14,RCOR3
ENSG00000117632.23,STMN1
ENSG00000117640.18,MTFR1L
ENSG00000117643.14,MAN1C1
ENSG00000117650.13,NEK2
ENSG00000117676.14,RPS6KA1
ENSG00000117682.17,DHDDS
ENSG00000117691.10,NENF
ENSG00000117697.15,NSL1
ENSG00000117707.16,PROX1
ENSG00000117713.20,ARID1A
ENSG00000117724.13,CENPF
ENSG00000117748.10,RPA2
ENSG00000117751.18,PPP1R8
ENSG00000117758.14,STX12
ENSG00000117791.16,MTARC2
ENSG00000117834.13,SLC5A9
ENSG00000117859.19,OSBPL9
ENSG00000117862.13,TXNDC12
ENSG00000117868.17,ESYT2
ENSG00000117877.11,POLR1G
ENSG00000117899.11,MESD
ENSG00000117906.14,RCN2
ENSG00000117971.12,CHRNB4
ENSG00000117983.17,MUC5B
ENSG00000117984.15,CTSD
ENSG00000118004.18,COLEC11
ENSG00000118007.13,STAG1
ENSG00000118017.4,A4GNT
ENSG00000118046.16,STK11
ENSG00000118058.23,KMT2A
ENSG00000118094.12,TREH
ENSG00000118096.10,IFT46
ENSG00000118113.12,MMP8
ENSG00000118137.10,APOA1
ENSG00000118156.12,ZNF541
ENSG00000118160.14,SLC8A2
ENSG00000118162.14,KPTN
ENSG00000118181.11,RPS25
ENSG00000118193.12,KIF14
ENSG00000118194.20,TNNT2
ENSG00000118197.14,DDX59
ENSG00000118200.14,CAMSAP2
ENSG00000118217.6,ATF6
ENSG00000118242.16,MREG
ENSG00000118246.14,FASTKD2
ENSG00000118257.17,NRP2
ENSG00000118260.15,CREB1
ENSG00000118263.15,KLF7
ENSG00000118271.12,TTR
ENSG00000118276.11,B4GALT6
ENSG00000118292.9,C1orf54
ENSG00000118298.12,CA14
ENSG00000118307.20,CFAP94
ENSG00000118308.15,IRAG2
ENSG00000118322.14,ATP10B
ENSG00000118363.12,SPCS2
ENSG00000118369.13,USP35
ENSG00000118402.6,ELOVL4
ENSG00000118407.15,FILIP1
ENSG00000118412.13,CASP8AP2
ENSG00000118418.14,HMGN3
ENSG00000118420.17,UBE3D
ENSG00000118432.12,CNR1
ENSG00000118454.13,ANKRD13C
ENSG00000118473.22,SGIP1
ENSG00000118482.12,PHF3
ENSG00000118492.17,ADGB
ENSG00000118495.20,PLAGL1
ENSG00000118496.5,FBXO30
ENSG00000118503.15,TNFAIP3
ENSG00000118507.17,AKAP7
ENSG00000118508.5,RAB32
ENSG00000118513.19,MYB
ENSG00000118514.14,ALDH8A1
ENSG00000118515.11,SGK1
ENSG00000118518.16,RNF146
ENSG00000118520.15,ARG1
ENSG00000118523.6,CCN2
ENSG00000118526.7,TCF21
ENSG00000118557.16,PMFBP1
ENSG00000118564.15,FBXL5
ENSG00000118579.13,MED28
ENSG00000118596.12,SLC16A7
ENSG00000118600.12,RXYLT1
ENSG00000118620.13,ZNF430
ENSG00000118640.11,VAMP8
ENSG00000118655.7,DCLRE1B
ENSG00000118680.14,MYL12B
ENSG00000118689.15,FOXO3
ENSG00000118690.13,ARMC2
ENSG00000118702.9,GHRH
ENSG00000118705.17,RPN2
ENSG00000118707.11,TGIF2
ENSG00000118729.12,CASQ2
ENSG00000118733.17,OLFM3
ENSG00000118762.8,PKD2
ENSG00000118777.12,ABCG2
ENSG00000118785.14,SPP1
ENSG00000118804.8,STBD1
ENSG00000118816.11,CCNI
ENSG00000118849.10,RARRES1
ENSG00000118855.21,MFSD1
ENSG00000118873.16,RAB3GAP2
ENSG00000118894.15,EEF2KMT
ENSG00000118898.16,PPL
